com.samsung.health.sleep_stage;6110061;6;;;;;;;;
2020-11-12 02:45:00.000;d1bc5160-58d7-4f88-8e70-b91c071c3ea6;;12.11.20 09:26;12.11.20 09:26;40001;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2020-11-12 02:50:00.000;1e2f62b6-9ba8-c273-645a-cda3118adad6
2020-11-10 08:22:00.000;0534f995-0b79-6b4e-c13c-d0f1d219cc71;;10.11.20 09:18;10.11.20 09:18;40001;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2020-11-10 08:23:00.000;3324a70b-34e9-3f4a-0fc4-9ab262bbf5c0
2020-11-09 07:06:00.000;38141e1b-1811-c2bc-8b30-ecc486582def;;09.11.20 08:45;09.11.20 08:45;40002;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2020-11-09 07:12:00.000;3f583518-8dab-a581-c0ae-843369def787
2020-11-07 16:15:00.000;8187b1a6-e45b-445a-385e-cc0e65e72ffa;;07.11.20 16:48;07.11.20 16:48;40001;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2020-11-07 16:29:00.000;eee22329-5a1c-23c2-e388-312abc8e65e1
2020-11-12 02:50:00.000;d1bc5160-58d7-4f88-8e70-b91c071c3ea6;;12.11.20 09:26;12.11.20 09:26;40002;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2020-11-12 02:51:00.000;2e5abe65-501d-de47-3eff-d7a34c334771
2020-11-11 08:26:00.000;df26bb77-cfbd-dfc6-ff2c-95331ed10695;;11.11.20 08:45;11.11.20 08:45;40001;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2020-11-11 08:27:00.000;8826af09-6268-050f-a8e4-f47ce8de159f
2020-11-10 08:23:00.000;0534f995-0b79-6b4e-c13c-d0f1d219cc71;;10.11.20 09:18;10.11.20 09:18;40002;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2020-11-10 08:29:00.000;204a65c4-3649-40d7-c400-a43da9bc52c6
2020-11-07 00:31:00.000;72032810-d29b-88e2-3705-7f4e3aa55424;;07.11.20 10:31;07.11.20 10:31;40002;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2020-11-07 00:33:00.000;cbc44317-8709-cb8a-e806-bc1ab0d87981
2020-11-12 02:51:00.000;d1bc5160-58d7-4f88-8e70-b91c071c3ea6;;12.11.20 09:26;12.11.20 09:26;40001;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2020-11-12 02:52:00.000;aa83a542-19e9-8038-fb5c-c394f0657143
2020-11-11 08:27:00.000;df26bb77-cfbd-dfc6-ff2c-95331ed10695;;11.11.20 08:45;11.11.20 08:45;40002;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2020-11-11 08:28:00.000;b4ba7b97-e2b5-f43e-164f-cd46d46d42da
2020-11-09 07:12:00.000;38141e1b-1811-c2bc-8b30-ecc486582def;;09.11.20 08:45;09.11.20 08:45;40003;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2020-11-09 07:18:00.000;36118917-1f06-185a-9a97-6b9f1ddd49e9
2020-11-13 06:41:00.000;46a42c3c-9611-5646-e33c-f4756105965f;;13.11.20 09:15;13.11.20 09:15;40002;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2020-11-13 06:50:00.000;f555b94a-edca-a2a1-2467-a0373bc4ded1
2020-11-10 08:29:00.000;0534f995-0b79-6b4e-c13c-d0f1d219cc71;;10.11.20 09:18;10.11.20 09:18;40001;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2020-11-10 08:30:00.000;dd6021d9-d894-38a8-d33b-c948fa62a40a
2020-11-07 00:33:00.000;72032810-d29b-88e2-3705-7f4e3aa55424;;07.11.20 10:31;07.11.20 10:31;40003;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2020-11-07 00:37:00.000;e7293bdc-f877-6009-c768-d4d6cf765100
2020-11-12 02:52:00.000;d1bc5160-58d7-4f88-8e70-b91c071c3ea6;;12.11.20 09:26;12.11.20 09:26;40002;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2020-11-12 02:56:00.000;2fd67872-2ee6-81d0-44e0-eae6f63b0f28
2020-11-13 06:50:00.000;46a42c3c-9611-5646-e33c-f4756105965f;;13.11.20 09:15;13.11.20 09:15;40001;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2020-11-13 06:51:00.000;90391398-f48b-33d2-d22f-cdb349da5681
2020-11-10 08:30:00.000;0534f995-0b79-6b4e-c13c-d0f1d219cc71;;10.11.20 09:18;10.11.20 09:18;40002;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2020-11-10 08:34:00.000;71890b62-249a-d9e6-09a6-e4c9cfdaa2f4
2020-11-07 00:37:00.000;72032810-d29b-88e2-3705-7f4e3aa55424;;07.11.20 10:31;07.11.20 10:31;40001;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2020-11-07 00:39:00.000;50edf659-a8ea-5cff-2f51-a24aecde2b1b
2020-11-12 02:56:00.000;d1bc5160-58d7-4f88-8e70-b91c071c3ea6;;12.11.20 09:26;12.11.20 09:26;40001;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2020-11-12 02:57:00.000;e0ec418c-ecc7-0a16-545a-ac37cee4a60a
2020-11-13 06:51:00.000;46a42c3c-9611-5646-e33c-f4756105965f;;13.11.20 09:15;13.11.20 09:15;40002;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2020-11-13 06:56:00.000;8799bd6d-9c86-f4a5-8ed7-35a12e019036
2020-11-11 08:28:00.000;df26bb77-cfbd-dfc6-ff2c-95331ed10695;;11.11.20 08:45;11.11.20 08:45;40001;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2020-11-11 08:29:00.000;a4456edb-03f0-9dbe-fabc-128e5c5b0bae
2020-11-07 00:39:00.000;72032810-d29b-88e2-3705-7f4e3aa55424;;07.11.20 10:31;07.11.20 10:31;40002;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2020-11-07 00:43:00.000;902cf38c-ff12-fe17-7e5f-001c2adeae49
2020-11-12 02:57:00.000;d1bc5160-58d7-4f88-8e70-b91c071c3ea6;;12.11.20 09:26;12.11.20 09:26;40002;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2020-11-12 02:59:00.000;5591551e-5092-fa2e-708f-1682a1e52816
2020-11-11 08:29:00.000;df26bb77-cfbd-dfc6-ff2c-95331ed10695;;11.11.20 08:45;11.11.20 08:45;40002;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2020-11-11 08:30:00.000;20f91f03-0121-4aaf-a881-06ff00c034e3
2020-11-13 06:56:00.000;46a42c3c-9611-5646-e33c-f4756105965f;;13.11.20 09:15;13.11.20 09:15;40004;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2020-11-13 07:07:00.000;c0d51525-36e0-b134-1d27-a6553906aa96
2020-11-07 00:43:00.000;72032810-d29b-88e2-3705-7f4e3aa55424;;07.11.20 10:31;07.11.20 10:31;40001;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2020-11-07 00:44:00.000;08c9984d-ba3b-d2c1-7280-00d63236b9c9
2020-11-06 02:46:00.000;7df3736e-61cd-afdf-0164-76d85b98fb76;;06.11.20 09:00;06.11.20 09:00;40001;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2020-11-06 02:47:00.000;636ebb13-d440-ca14-9908-bb04ab863747
2020-11-07 00:44:00.000;72032810-d29b-88e2-3705-7f4e3aa55424;;07.11.20 10:31;07.11.20 10:31;40002;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2020-11-07 00:52:00.000;74140680-fcaa-5e18-4d70-f10b43a4f636
2020-11-09 07:18:00.000;38141e1b-1811-c2bc-8b30-ecc486582def;;09.11.20 08:45;09.11.20 08:45;40002;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2020-11-09 07:19:00.000;934c300e-db64-7237-65f9-4caf9b511211
2020-11-06 02:47:00.000;7df3736e-61cd-afdf-0164-76d85b98fb76;;06.11.20 09:00;06.11.20 09:00;40004;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2020-11-06 02:52:00.000;4db28aa8-2024-9c3f-c833-0d9f62a231f5
2020-11-11 08:30:00.000;df26bb77-cfbd-dfc6-ff2c-95331ed10695;;11.11.20 08:45;11.11.20 08:45;40004;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2020-11-11 08:39:00.000;5bd1ccd6-5236-3b46-c741-923bac51ba82
2020-11-07 00:52:00.000;72032810-d29b-88e2-3705-7f4e3aa55424;;07.11.20 10:31;07.11.20 10:31;40001;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2020-11-07 00:54:00.000;3ba3e7c7-2ec6-3e1a-3751-febf2c5cf720
2020-11-10 08:34:00.000;0534f995-0b79-6b4e-c13c-d0f1d219cc71;;10.11.20 09:18;10.11.20 09:18;40001;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2020-11-10 08:35:00.000;0ebc193c-3062-b181-3133-c854ccfc52d8
2020-11-09 07:19:00.000;38141e1b-1811-c2bc-8b30-ecc486582def;;09.11.20 08:45;09.11.20 08:45;40003;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2020-11-09 07:23:00.000;7e3fba45-e904-4dda-c0ef-8fbde025606e
2020-11-07 00:54:00.000;72032810-d29b-88e2-3705-7f4e3aa55424;;07.11.20 10:31;07.11.20 10:31;40002;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2020-11-07 00:59:00.000;049e509b-e011-8edd-a5a8-adee82abe4d9
2020-11-06 02:52:00.000;7df3736e-61cd-afdf-0164-76d85b98fb76;;06.11.20 09:00;06.11.20 09:00;40001;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2020-11-06 02:53:00.000;3239d98d-a1a2-e395-e7ea-2fd70ad2b9e6
2020-11-09 07:23:00.000;38141e1b-1811-c2bc-8b30-ecc486582def;;09.11.20 08:45;09.11.20 08:45;40002;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2020-11-09 07:29:00.000;c7d2e3c3-20dc-afac-c8ff-b582a5d977e1
2020-11-07 00:59:00.000;72032810-d29b-88e2-3705-7f4e3aa55424;;07.11.20 10:31;07.11.20 10:31;40001;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2020-11-07 01:02:00.000;a8d2c2c7-75b5-8cd0-0cf0-24366294f7a1
2020-11-06 02:53:00.000;7df3736e-61cd-afdf-0164-76d85b98fb76;;06.11.20 09:00;06.11.20 09:00;40002;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2020-11-06 02:55:00.000;3f3a7c3a-c134-8c13-beb0-e22e6ef4f92e
2020-11-06 02:55:00.000;7df3736e-61cd-afdf-0164-76d85b98fb76;;06.11.20 09:00;06.11.20 09:00;40001;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2020-11-06 03:03:00.000;357c5609-67f9-4b64-9154-f2e4085a1655
2020-11-11 08:39:00.000;df26bb77-cfbd-dfc6-ff2c-95331ed10695;;11.11.20 08:45;11.11.20 08:45;40001;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2020-11-11 08:40:00.000;886967fd-4b29-fe45-5ef6-856a25dd47a9
2020-11-07 01:02:00.000;72032810-d29b-88e2-3705-7f4e3aa55424;;07.11.20 10:31;07.11.20 10:31;40002;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2020-11-07 01:10:00.000;564ae231-886b-62c2-4662-f9cb1693e357
2020-11-09 07:29:00.000;38141e1b-1811-c2bc-8b30-ecc486582def;;09.11.20 08:45;09.11.20 08:45;40001;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2020-11-09 07:31:00.000;2bb0acf5-c351-1b20-6d55-64e37aea7227
2020-11-06 03:03:00.000;7df3736e-61cd-afdf-0164-76d85b98fb76;;06.11.20 09:00;06.11.20 09:00;40004;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2020-11-06 03:08:00.000;e45e3d5a-385c-d38a-21b2-4976ce9db4c3
2020-11-07 01:10:00.000;72032810-d29b-88e2-3705-7f4e3aa55424;;07.11.20 10:31;07.11.20 10:31;40003;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2020-11-07 01:14:00.000;5c5ad88e-d11b-f5f1-6397-bf0766e231e8
2020-11-12 02:59:00.000;d1bc5160-58d7-4f88-8e70-b91c071c3ea6;;12.11.20 09:26;12.11.20 09:26;40003;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2020-11-12 03:07:00.000;fa171b6c-c89d-15ca-1077-cdd06b04b801
2020-11-09 07:31:00.000;38141e1b-1811-c2bc-8b30-ecc486582def;;09.11.20 08:45;09.11.20 08:45;40002;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2020-11-09 07:35:00.000;8ddc17a8-e54d-331b-1fda-2047a2d7f609
2020-11-06 03:08:00.000;7df3736e-61cd-afdf-0164-76d85b98fb76;;06.11.20 09:00;06.11.20 09:00;40002;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2020-11-06 03:12:00.000;b9ed1218-dacf-fff3-3a80-0ed497060a37
2020-11-07 01:14:00.000;72032810-d29b-88e2-3705-7f4e3aa55424;;07.11.20 10:31;07.11.20 10:31;40001;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2020-11-07 01:15:00.000;70f83089-48f9-f02b-89b8-5b72af00bc2e
2020-11-11 08:40:00.000;df26bb77-cfbd-dfc6-ff2c-95331ed10695;;11.11.20 08:45;11.11.20 08:45;40002;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2020-11-11 08:43:00.000;0fe9c17a-105c-f80d-3058-6a6c55aa2e2d
2020-11-09 07:35:00.000;38141e1b-1811-c2bc-8b30-ecc486582def;;09.11.20 08:45;09.11.20 08:45;40001;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2020-11-09 07:36:00.000;d9e8e61c-ec25-4730-92d0-d3a6ca411e35
2020-11-07 01:15:00.000;72032810-d29b-88e2-3705-7f4e3aa55424;;07.11.20 10:31;07.11.20 10:31;40003;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2020-11-07 01:19:00.000;c7607ae2-5c05-2397-27ba-6cb79aac916e
2020-11-06 03:12:00.000;7df3736e-61cd-afdf-0164-76d85b98fb76;;06.11.20 09:00;06.11.20 09:00;40003;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2020-11-06 03:34:00.000;bcfc087e-77a0-e273-3e45-5fd03fddd9bf
2020-11-11 08:43:00.000;df26bb77-cfbd-dfc6-ff2c-95331ed10695;;11.11.20 08:45;11.11.20 08:45;40001;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2020-11-11 08:44:00.000;9227e1a8-a893-f553-7d13-7defa2bf735e
2020-11-10 08:35:00.000;0534f995-0b79-6b4e-c13c-d0f1d219cc71;;10.11.20 09:18;10.11.20 09:18;40002;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2020-11-10 08:44:00.000;487f2551-8dba-5ec4-fb0c-2da444501f9f
2020-11-12 03:07:00.000;d1bc5160-58d7-4f88-8e70-b91c071c3ea6;;12.11.20 09:26;12.11.20 09:26;40001;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2020-11-12 03:09:00.000;989711c5-99b9-8fd5-2f49-5e94fe649098
2020-11-07 01:19:00.000;72032810-d29b-88e2-3705-7f4e3aa55424;;07.11.20 10:31;07.11.20 10:31;40002;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2020-11-07 01:27:00.000;ad88ea7f-4348-5c81-2db3-1f197aab3694
2020-11-06 03:34:00.000;7df3736e-61cd-afdf-0164-76d85b98fb76;;06.11.20 09:00;06.11.20 09:00;40002;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2020-11-06 03:41:00.000;6f70f38a-458b-8e5c-b4d9-9aac35d8ed27
2020-11-10 01:34:00.000;0534f995-0b79-6b4e-c13c-d0f1d219cc71;;10.11.20 09:18;10.11.20 09:18;40002;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2020-11-10 01:50:00.000;f106fc8f-8cdd-6757-3354-8c5316d161d1
2020-11-12 03:09:00.000;d1bc5160-58d7-4f88-8e70-b91c071c3ea6;;12.11.20 09:26;12.11.20 09:26;40002;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2020-11-12 03:19:00.000;0cb62909-1e6d-0de4-e5c4-e337926d545a
2020-11-06 03:41:00.000;7df3736e-61cd-afdf-0164-76d85b98fb76;;06.11.20 09:00;06.11.20 09:00;40001;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2020-11-06 03:42:00.000;1d2279ad-ca14-ca7f-cc96-965566a6ebb3
2020-11-07 01:27:00.000;72032810-d29b-88e2-3705-7f4e3aa55424;;07.11.20 10:31;07.11.20 10:31;40001;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2020-11-07 01:29:00.000;93567bdc-5ad5-4c1c-5305-769997953066
2020-11-09 07:36:00.000;38141e1b-1811-c2bc-8b30-ecc486582def;;09.11.20 08:45;09.11.20 08:45;40002;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2020-11-09 07:39:00.000;0d0226e8-865f-f0b5-6e5e-eb8b30a562cf
2020-11-10 08:44:00.000;0534f995-0b79-6b4e-c13c-d0f1d219cc71;;10.11.20 09:18;10.11.20 09:18;40001;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2020-11-10 08:45:00.000;e8f6ff0b-b2da-51f4-c3ef-beb11e1b11f2
2020-11-12 03:19:00.000;d1bc5160-58d7-4f88-8e70-b91c071c3ea6;;12.11.20 09:26;12.11.20 09:26;40001;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2020-11-12 03:20:00.000;e4a31e97-d1c0-21c9-4cae-f49fa285a86c
2020-11-07 01:29:00.000;72032810-d29b-88e2-3705-7f4e3aa55424;;07.11.20 10:31;07.11.20 10:31;40004;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2020-11-07 01:48:00.000;af0b184f-1e37-ce3e-4686-783f6f876c58
2020-11-12 03:20:00.000;d1bc5160-58d7-4f88-8e70-b91c071c3ea6;;12.11.20 09:26;12.11.20 09:26;40002;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2020-11-12 03:22:00.000;aeecb91b-7a99-0166-a46d-86920b7a820f
2020-11-10 01:50:00.000;0534f995-0b79-6b4e-c13c-d0f1d219cc71;;10.11.20 09:18;10.11.20 09:18;40001;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2020-11-10 01:51:00.000;332cb726-b1d4-f173-09a5-f5227e7fea6f
2020-11-09 07:39:00.000;38141e1b-1811-c2bc-8b30-ecc486582def;;09.11.20 08:45;09.11.20 08:45;40001;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2020-11-09 07:41:00.000;30e62a9d-5915-8090-e719-1cd4037be269
2020-11-10 08:45:00.000;0534f995-0b79-6b4e-c13c-d0f1d219cc71;;10.11.20 09:18;10.11.20 09:18;40002;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2020-11-10 08:49:00.000;2dbc45c5-204f-78b9-d969-5a50b0890c4e
2020-11-07 01:48:00.000;72032810-d29b-88e2-3705-7f4e3aa55424;;07.11.20 10:31;07.11.20 10:31;40001;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2020-11-07 01:49:00.000;549d2b72-6bd3-4193-ad19-2d40f93ad397
2020-11-06 03:42:00.000;7df3736e-61cd-afdf-0164-76d85b98fb76;;06.11.20 09:00;06.11.20 09:00;40004;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2020-11-06 03:48:00.000;e1108549-83ee-7372-4a5f-92793bfaa10a
2020-11-12 03:22:00.000;d1bc5160-58d7-4f88-8e70-b91c071c3ea6;;12.11.20 09:26;12.11.20 09:26;40001;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2020-11-12 03:27:00.000;96459927-cd53-f254-e09c-62b196f56817
2020-11-07 01:49:00.000;72032810-d29b-88e2-3705-7f4e3aa55424;;07.11.20 10:31;07.11.20 10:31;40004;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2020-11-07 01:56:00.000;66fc60f7-2dd1-4eb1-df74-30252ddc5c4c
2020-11-06 03:48:00.000;7df3736e-61cd-afdf-0164-76d85b98fb76;;06.11.20 09:00;06.11.20 09:00;40001;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2020-11-06 03:49:00.000;5525d474-3c52-780b-a163-6daa721278e0
2020-11-09 07:41:00.000;38141e1b-1811-c2bc-8b30-ecc486582def;;09.11.20 08:45;09.11.20 08:45;40002;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2020-11-09 07:44:00.000;5b2077d6-92f9-536e-c38b-e4195469fb75
2020-11-07 01:56:00.000;72032810-d29b-88e2-3705-7f4e3aa55424;;07.11.20 10:31;07.11.20 10:31;40002;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2020-11-07 02:11:00.000;757e2fef-8982-3da6-b17d-4566bbc7a3b8
2020-11-06 03:49:00.000;7df3736e-61cd-afdf-0164-76d85b98fb76;;06.11.20 09:00;06.11.20 09:00;40004;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2020-11-06 03:57:00.000;93f6ac4f-e83c-53fa-f091-52bbbb2ed9a8
2020-11-10 08:49:00.000;0534f995-0b79-6b4e-c13c-d0f1d219cc71;;10.11.20 09:18;10.11.20 09:18;40001;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2020-11-10 08:52:00.000;6d991ff4-8335-327c-5796-fb01436dc0a2
2020-11-10 01:51:00.000;0534f995-0b79-6b4e-c13c-d0f1d219cc71;;10.11.20 09:18;10.11.20 09:18;40002;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2020-11-10 01:54:00.000;5b7ac33a-381c-3a7a-62d2-f5f7cde44f1e
2020-11-07 02:11:00.000;72032810-d29b-88e2-3705-7f4e3aa55424;;07.11.20 10:31;07.11.20 10:31;40004;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2020-11-07 02:17:00.000;cf9775d1-f96f-1672-d8f8-87116fbd98b6
2020-11-10 08:52:00.000;0534f995-0b79-6b4e-c13c-d0f1d219cc71;;10.11.20 09:18;10.11.20 09:18;40002;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2020-11-10 08:56:00.000;59046461-6fbc-d6d4-bfa1-808a96fa614a
2020-11-06 03:57:00.000;7df3736e-61cd-afdf-0164-76d85b98fb76;;06.11.20 09:00;06.11.20 09:00;40002;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2020-11-06 04:02:00.000;9c73e46b-2a0f-af3b-9c7a-14cfa4e2fa58
2020-11-09 07:44:00.000;38141e1b-1811-c2bc-8b30-ecc486582def;;09.11.20 08:45;09.11.20 08:45;40001;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2020-11-09 07:46:00.000;44532ac1-2957-2b70-1102-444db22633f9
2020-11-12 03:27:00.000;d1bc5160-58d7-4f88-8e70-b91c071c3ea6;;12.11.20 09:26;12.11.20 09:26;40002;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2020-11-12 03:33:00.000;d2877480-d89c-1373-4804-d635fab3a69d
2020-11-07 02:17:00.000;72032810-d29b-88e2-3705-7f4e3aa55424;;07.11.20 10:31;07.11.20 10:31;40001;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2020-11-07 02:20:00.000;7a87b71d-a621-8243-a82e-8e6bd9ff3430
2020-11-06 04:02:00.000;7df3736e-61cd-afdf-0164-76d85b98fb76;;06.11.20 09:00;06.11.20 09:00;40001;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2020-11-06 04:03:00.000;ac12d1a9-56ab-c77d-f419-a5e71b526898
2020-11-10 01:54:00.000;0534f995-0b79-6b4e-c13c-d0f1d219cc71;;10.11.20 09:18;10.11.20 09:18;40001;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2020-11-10 01:55:00.000;69575850-48cf-e91c-e302-e106d9276609
2020-11-07 02:20:00.000;72032810-d29b-88e2-3705-7f4e3aa55424;;07.11.20 10:31;07.11.20 10:31;40004;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2020-11-07 02:29:00.000;9473a133-22e4-fa8b-05cd-f645d97b18f0
2020-11-12 03:33:00.000;d1bc5160-58d7-4f88-8e70-b91c071c3ea6;;12.11.20 09:26;12.11.20 09:26;40001;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2020-11-12 03:34:00.000;7b075571-2fe3-a430-845d-6620d886f64f
2020-11-06 04:03:00.000;7df3736e-61cd-afdf-0164-76d85b98fb76;;06.11.20 09:00;06.11.20 09:00;40002;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2020-11-06 04:04:00.000;ff2796a2-6580-46f2-4d6b-ac942f872ed8
2020-11-09 07:46:00.000;38141e1b-1811-c2bc-8b30-ecc486582def;;09.11.20 08:45;09.11.20 08:45;40002;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2020-11-09 07:49:00.000;1da0351d-683e-dec8-d62a-a47567fde574
2020-11-07 02:29:00.000;72032810-d29b-88e2-3705-7f4e3aa55424;;07.11.20 10:31;07.11.20 10:31;40001;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2020-11-07 02:31:00.000;02965481-5bc2-693d-e11b-5fb7c2ddfb54
2020-11-10 08:56:00.000;0534f995-0b79-6b4e-c13c-d0f1d219cc71;;10.11.20 09:18;10.11.20 09:18;40001;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2020-11-10 08:58:00.000;95e41bac-e758-c345-4588-63f4b391e78a
2020-11-06 04:04:00.000;7df3736e-61cd-afdf-0164-76d85b98fb76;;06.11.20 09:00;06.11.20 09:00;40001;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2020-11-06 04:05:00.000;82ca6fe5-9f15-3f2f-b3c5-3b2f9aa69051
2020-11-12 03:34:00.000;d1bc5160-58d7-4f88-8e70-b91c071c3ea6;;12.11.20 09:26;12.11.20 09:26;40002;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2020-11-12 03:46:00.000;0884a7fe-dfd4-a1fe-2dfc-0b155274cdb8
2020-11-10 01:55:00.000;0534f995-0b79-6b4e-c13c-d0f1d219cc71;;10.11.20 09:18;10.11.20 09:18;40002;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2020-11-10 02:02:00.000;2d9ba45c-0a43-106e-82bf-04816e5769f1
2020-11-07 02:31:00.000;72032810-d29b-88e2-3705-7f4e3aa55424;;07.11.20 10:31;07.11.20 10:31;40002;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2020-11-07 02:33:00.000;8468cf5f-e8eb-f223-c7da-58594bec66b0
2020-11-06 04:05:00.000;7df3736e-61cd-afdf-0164-76d85b98fb76;;06.11.20 09:00;06.11.20 09:00;40002;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2020-11-06 04:15:00.000;7e126c1f-4aaa-aa40-a9f8-bbc4debc60d0
2020-11-12 03:46:00.000;d1bc5160-58d7-4f88-8e70-b91c071c3ea6;;12.11.20 09:26;12.11.20 09:26;40001;UTC+0100;0CI+8SNNP+;com.sec.android.app.shealth;2020-11-12 03:47:00.000;5d683d5a-db4a-7525-7d72-527882e37ba5
